Unnamed: 0,excerpt,target
3814,"and when the last man was at the crease they needed only two more runs to win. Geoff, who was the Bowler, cynically bowled down a ball that was only inches short of being wide. The batsman missed it and the game was over. The lads learned a valuable lesson that day, play to win, but not at any cost. **4) A Rude Awakening:** On the last morning of camp, and after a late night around the camp fire, the boys in one of the tents were reluctant to get out of their sleeping bags at Reveille. The bell tent door was quickly opened and the lads dragged, in their sleeping bags, to the flag staff (the traditional punishment for late risers!). It had been a particularly cold night and Geoff noticed that Tim Keen was shivering on the tent floor, covered only by some very flimsy bedding. Later Geoff had words with the tent commander and told him that he should have let the Staff know about Tim""s bedding earlier in",-0.9715763133764267
3815,"runs in, he bowls; he hits Armstrong on the pads. There's a half shout from some of the fielders, but they are desperate now because that ball was clearly missing off stump. Still Fred, Armstrong doesn't look very comfortable at the moment.' 'No Indeed.' Matt had worked his time controls as soon as the delivery was over. He looked up at his monitor. The image had slowed to a crawl, stopped then reversed backwards and forwards to cover the moment that Chapman must have bowled. Matt stared intently but saw nothing. 'Damn it, Damn it, where are you?' The next ball produced a similar result. Mark did not offer a shot to a ball that seamed away from him. He stood up to shade his eyes and look into the crowd behind the bowlers arm. Matt was already looking at the frames from the slow motion replay 'Got you, you bastard.'",-1.2055611807107924
3816,"next weekend 1-up rather than even. His putt was on line, but seemed to hit a wall as it neared the hole. It hung on the lip for an instant, and dropped. Bradford was 1-up with 18 to play. ### Book Two ### The Long Week Saturday Tragedy in Cabo Bradford was in a great mood as he walked off the green. He had picked up three holes on the back nine and was now one-up with a realistic chance to win the tournament next Saturday. Dave's mood quickly changed when he spotted Mary running towards him. It was obvious she was upset and had been crying. ""What's wrong, Mary? Are the kids okay?"" ""The kids are fine, but I have horrible news. There is no easy way to say this."" ""Just tell me, Mary; what is it?"" "" Ken's dead."" ""What! It can't be. Are you sure?"" Dave knew he wasn't making any sense and struggled to get his emotions under control. ""I'm sorry, Mary, tell",-0.665569304227829
3817,"check on them later."" ""Probably a wise move, sir,"" the marine advised casually. ""Woe betide any man who intrudes on a gathering of women uninvited."" Feeling slightly ashamed, Aiden unsteadily climbed the stairs that he thought led to the main deck, only to find himself at the door to the captain's office. ""Mister Wainwright, your timing is impeccable,"" came the captain's voice from within. The door was open, and the captain's steward was presently departing with empty plates and cutlery. ""Captain Sherrard, I was just heading up to get some air,"" Aiden called, covering the fact he had become disoriented in the ship. To his addled sense of balance, it felt as though the vessel was pitching up and down in the most violent of conditions. ""I didn't realise we had sailed into such choppy weather."" ""I don't know to what you are referring, sir,"" Sherrard replied evenly. ""We are blessed with fair winds and calm seas. Please come in for a moment."" Aiden nodded, managing to get himself into the captain's office without falling over. ""I see you are yet to acquire your sea legs."" ""It's my first time at sea, Captain,"" Aiden muttered,",-0.860432960987091
3818,"stood behind Jack. She answered, ""All you need to know is that a mistake was made."" Nikolai added, ""And we are here to rectify it."" The door unlocked, and Jack proceeded in as they followed. Five rough looking men stood in the next room. Two hung out talking while the other three cleaned guns. The room fell silent as all five men watched the two outsiders enter. Nikolai was impressed by their arsenal as he looked around. ""You have enough weapons in here to supply a small army."" ""Yeah."" Jack puffed on the cigarette. ""I inherited the place from my cousin, Wayne. He was well connected but couldn't keep his mouth shut. Pucking looser... His loose lips got him killed."" He took the cigarette out of his mouth and flicked white-pink ash in a Styrofoam cup of old coffee. ""What do you need?"" Nikolai answered, ""The guns are on this list."" ""And throwing knives,"" Natasha interrupted her brother. Jack took the list, looking it over. ""This I",-0.3632747611403465
3819,"the evening. Sergeant, I need to go over some things with you."" While Carter and Bailey began discussing minute and sometimes unimportant details, the remaining four men began to make their way back to their billets: a little house crowded with other B Company NCOs. ""Glad we waited around to hear that,"" Blake said. ""Gather 'round, listen, then spread the word,"" Bill said, making gestures like a carnival pitchman, then letting his arms fall limply to his side. ""No major changes. Fuck."" None of the other men laughed, although Blake forced a slight smile. Bill suddenly realized how much he missed Hal and Green; they would have laughed. It had been nearly six months since he lost both of them over the course of a few hours. It worried him. He had long since accepted his new role as a section commander, but that wasn't his frame of reference. In his daydreams and internal discourses, he was still a private in Post's section, his old friends",-0.9569862240552903
3820,"out onto the fifth level balcony, as instructed. Jamal and Chenoa followed. Mr. Thorpe held his elbows out. ""You're going to remanifest to the engineering section with me. Now! You two, I'll deal with later."" He pointed at Chenoa and Jamal. Mark and Nick touched his elbows and instantly they were standing in front of the door to the power generating facility. ""Follow me."" Mr. Thorpe opened the door and strutted into the room with Mark and Nick following, carrying the suitcases, which were heavy before, but seemed much heavier now. The figure behind the counter was examining some papers on a clipboard. He had short, curly brown hair and a handlebar moustache curling in a neat little spiral at the tips. He was tall and lanky and, without a doubt, surprised to see Mr. Thorpe. ""Mr. Thorpe, what brings you here?"" ""These boys have something that I want you to take a look at."" The man looked at Mark and Nick. ""Hi, Nick. How's your dad doing?"" The man was Johan Müeller, a frequent visitor to Nick's",-1.1340437012910844
3821,"neglected to empty his washbowl. He has also thrown his towel on the floor. Place Warren on the report for that as well."" ""Aye, aye, sir."" ""That is all here, Cadet Ensign."" ""Very good, sir."" The officer in charge and cadet officer of the day turned to leave the room. As they were crossing the threshold Midshipman Luth, saluting, reported: ""I think, sir, if you look again, you will find someone in this room."" ""Very good,"" replied the officer in charge, turning back. Lieutenant Neal went straight to the cupboard in which Philip Warren's uniform equipment hung. Pushing aside a dress uniform and a raincoat that hung like curtains, Lieutenant Neal gazed into the face of, Midshipman Hoeffel! Hoeffel suddenly had been caught so that his grin of enthusiasm of not being caught had not quite faded from his face by the time that he stood exposed. In another second; however, that midshipman's face had turned as white as",-1.4411051857471466
3822,"stood quickly at attention, saluting the officer in charge who returned the salute. # Chapter 14 A tap-tap sounded Lieutenant Neal's knuckles on the door. Just a shade longer than usual the lieutenant officer in charge waited before he entered the room. Behind him, like a faithful orderly, stood the cadet officer of the day Cadet Ensign Wicks, of the first-class. Lieutenant Neal took a quick look around the room, then turned to the cadet officer of the day. ""Cadet Ensign Wicks,"" spoke the O.C., ""Mister Warren seems to be growing worse in his breaches of duty."" ""So it seems, sir,"" agreed Wicks. ""Mister Warren has left his bed turned down,"" continued the inspecting lieutenant. ""And, judging by the looks of the sheets, he has been abed with his boots on."" ""Yes sir."" ""You will put Mister Warren on the report for this, Mister Wicks."" ""Aye, aye, sir."" Lieutenant Neal continued the inspection of the room. ""Mister Warren has",-1.4056496357917787
3823,"now a little past sixteen hundred hours. No matter, morning to him was when he emerged from sleep. ""If you say so."" Danby stepped past him to go to her cabin, now down the same corridor where Calvert had hers. ""By the way, unless you checked already, you've a new memo in your queue. We now do mid watch reliefs."" ""Oh?"" he went, his smile even broader. ""We relieve each other in reverse. I relieve Ensign Calvert. You relieve me. She relieves you. The two of you discussed the matter last night?"" ""Well, I'll be damned."" A result well worth a slap. ""To my way of thinking, we ought to have be doing reliefs all along."" ""She decided to be reasonable after all,"" he couldn't help but say. Danby's reaction surprised and pleased him. A tired smile. ""I was curious . . ."" Marco called after her. Restraint, and caution, kept him from commenting on her hair colour, revealed in full light as a rich chestnut. Danby",-1.5051508903503419
3824,"captain was smart. He moved them away from the camp the day before and fed them well. Cool and dry, the location had a restorative effect on his men. He stirred their resentment and rallied their anger into a frenzy. The next morning when they buckled up their armor and took up their polished and sharpened weapons, they felt almost immortal with an eagerness to kill. They moved into place, on edge and restless only because it was taking too long. They waited for hours on the back side of a sloping hill just above a small valley. Then he gave the signal to charge. If there was any hesitation or question in his mind, when he saw the hate on their faces, it invigorated him. The thought was none other than to kill or",-0.6341642373800278
3825,"we want make it to the next camp point before nightfall."" As Torms said this, there was a collective grumble, and a series of muffled moans let out by the miners. Not protesting at only having just an hour for a break, but at having to stop at all; as the image of another two barrels of ale that night went out the window. Torms led the convoy to the clearing on the side of the road then headed for a large boulder that, in his eyes, had his name written all over it. He walked, or somewhat hobbled, over to it and sat down, then bent down to take off his boots. ""I wouldn't do that if I were you,"" came a voice. He looked up and saw the Captain standing over him. ""What?"" said Torms, somewhat puzzlingly. The Captain leant forward so nobody else could hear him. ""If you take your boots off your feet will swell, making it",-0.8671459031105042
3826,"here. I suggest we go see this Captain Ellsworth and have a few words with him."" ""It's about time,"" Jack said as they went back outside to the waiting horses. * The camp gate was still open, and a ragged line of drunken stragglers were making their way back to their respective tents. To Jack, the white linen tents brought to mind an orderly line of shadowy graves. Tonight, the soldiers would find sleep while Wright had already found eternal rest. Ferran was waiting at his post at the gate. He looked over Jack's returning party, his eyes widened with suspicion. He asked fervently, ""What happened to Private Wright?"" ""I would like you to keep this to yourself right now,"" Jack replied quietly. ""Wright was murdered by the same man who killed Lieutenant Folks. You have the right to know since you were his friend, but don't tell anyone else yet."" Ferran looked sick to his stomach. He said, ""I reckon I can do that. But who did it? Was it that bastard Ellsworth?"" ""That's what we're going to find out. This here is",-0.6809112334251404
3827,"But the Shifty Lad was on the look-out , and hid himself in the wood , and the moment the man drew near with the kid on his shoulders began to bleat like a sheep , and no one , not even the sheep 's own mother , could have told the difference . ` Why , it must have got its feet loose , and have strayed after all , ' thought the man ; and he put the kid on the grass and hurried off in the direction of the bleating . Then the boy ran back and picked up the kid , and took it to the Black Gallows Bird . The shepherd could hardly believe his eyes when he returned from seeking the sheep and found that the kid had vanished . He was afraid to go home and tell the same tale that he had told yesterday ; so he searched the wood through and through till night was nearly come . Then he felt that there was no help for it , and he must go home and confess to his master .",-1.2744254213571549
3828,"Blacky went with them a little way . The first chance he got he dropped out of the flock and silently flew back to a place where he could see all that might happen at the nest of Hooty the Owl . When Farmer Brown 's boy first caught sight of the nest and saw the Crows darting down toward it and acting so excited , he was puzzled . `` That 's an old nest of Red-tail the Hawk , '' thought he . `` I found that last spring . Now what can there be there to excite those Crows so ? '' Then he caught sight of Hooty the Owl . `` Ha , so that 's it ! '' he exclaimed . `` Those scamps have discovered Hooty and have been having no end of fun tormenting him . I wonder what he 's doing there . '' He no longer tried to keep out of sight , but walked right up to the foot of the tree , all the time looking up .",-0.8611477863788605
3829,"Will trotted after the rabbit , but did n't find it ; he found a bird 's - nest instead with four little birds in it . He had an empty cage at home , and longed for something to put in it ; for kittens did n't like it , and caterpillars and beetlebugs got away . He chose the biggest bird , and , holding him carefully , walked away to find Polly . The poor mother-bird chirped and fluttered in great distress ; but Will kept on till his little shadow came before him , and tried to make him turn back . `` No , no , I want him , '' said Will . `` I wo n't hurt him , and his mother has three left : she wo n't mind if I take one . '' Here the mother-bird chirped so loud it was impossible to help seeing that she did care very much ; and the shadow stamped its foot and waved its hand , as if ordering the young robber to carry back the baby-bird .",-0.8906202501058579
3830,"hell. The warm August rain drenched their clothing. Looking at the tallest boy in the group, Shane asked, ""What happened here? Is everyone okay?"" The boy looked back at him, his face blank as if he didn't understand English. He had a scratch across his forehead, and a chubby kid next to him held a wadded shirt to his nose. ""It was the animals,"" a little girl who looked to be about seven piped up. ""Horses ran in front of the bus and made us crash. Then rats killed Father Jacobs."" She blinked at Shane with big, innocent, brown eyes, like she'd just told him she'd lost her favorite dolly and wanted him to help her find it. ""I'm sorry to hear that,"" Shane said softly. It sounded terribly insufficient. He shifted his weight, frustrated in an attempt come up with words to comfort the battered children. ""Y'all should come with us now."" ""Where you going?"" the outgoing little girl asked. ""Somewhere safe,"" Shane replied, walking forward and extending his hand to her. ""I wanna go home,"" she",0.16324398878961802
3831,"short figure wearing a sedge hat chuckled, ""What is it? Tell me, I want to hear it. Don't keep it all in now!"" The taller man beckoned the other to come closer, as though it was some sort of secret. The sedge hat swivelled to the left and right. ""There is no one out here, my friend. You don't have to be so secretive."" Johannan could hear their voices through the surging noises of the waters. ""I saw a young man with magnificent power strolling along the river banks. He was trying to get to the other side. Then an amazing thing happened—"" ""Well, speak up, tell me, don't hold back—I want to hear it all!"" the short man said, rubbing his hands. The man dropped the basket and lowered his voice. ""The waters divided to allow him to cross to the other side."" He folded his arms with a smug smile on his face. ""Now, tell me what you think of that!"" The man in the hat gasped and wagged his fingers, ""Why, that's—that's impossible! I don't think I believe that one, my friend. Is this one of your tricks?""",-0.5947924742102623
3832,"were pushing each other to get inside. Many were laughing and pushing on purpose, some so annoyed that they just were pushing to get out of the clutter around them. Tom and Peter came into the crowd at the door. In front of them was a boy with curly dark brown hair, blue eyes, and dark skin, who was quite thin and tall like a bean pole. Looking to Tom, Peter said, ""You see the person in front of us?"" ""Yes,"" said Tom. ""That is a good friend of mine, very wealthy too. His father is the head of Porting Industries."" ""You mean the industrial giant of various clothing to marbles known all over the world?"" ""Exactly,"" said Peter. Looking behind him, the boy saw Tom and Peter. He smiled and said, ""Hello, Peter!"" ""Hello Porting, how was your summer?"" ""Same old thing, we went to the Bermuda Triangle this year to see if we could get really lost."" ""Sorry it did not happen,"" said Peter with a smile. ""It did happen,"" said Porting with a smile. ""We lost my annoying little sister's dog bon-bon by 'accident.'"" Turning to Tom, Peter",-0.20167543387040493
3833,"voices. The bearded man turned toward them, stepped backwards, and opened a small circular door in the floor. ""Jump here. There's a small rowboat waiting, and a rower. A mute from the ship. Muffled oars. Go. Now."" ""Where are we going,"" Ash asked. ""Who are you?"" ""A friend. Fitz. I know Zirev."" He handed Ziggy a sack. The wild young boy had transformed into a thin little girl, naked and trembling. ""Here are your things. No weapons. Just what I could steal just now. The gift is in there, I checked. Twice. Now go."" Ziggy grabbed the bag and jumped through into the cold mud below, followed by Steed, then Simon. Ash looked back. Torchlight was coming down the hallway from the direction of their cell. ""Thanks, Fitz. I owe you my life."" ""Thank Zirev when you see him,"" the old man replied. ""Also, the Empress is dead."" He shoved Ash down through the hole. Ash landed on his bare buttocks in the cold mud just as the circular door above him closed. He",-0.5829411280155181
3834,"of their father coming up the stairs. Christopher was awake now looking puzzled by his brother's frantic and disheveled appearance. ""You better have the hounds of Hell at yer heels, children or..."" Their father stopped dead in his tracks when he saw Thomas. He shined the lantern in his direction to make sure his eyes weren't deceiving him. ""Dad,"" Thomas said, ""I killed her. It was like Christopher said. It wasn't wild dogs it was Moira. Dad... I... She's in the shed, what's left of it – she was hiding there. You have to see her, she... It's evil, Dad."" ""OK, Son. OK... What did you kill her with?"" Their mother had come up behind Senior Longfellow. ""Lord of the Heavens. Thomas!"" ""Mum,"" said Christopher, ""Tommy killed the devil's wife!"" ""It's all right, Mum, I'm fine. It's all right. I got her good with the fork!"" He looked at his wife and nodded. It was a signal between them Leigh picked up. ""Thomas you go with your father and",-0.6478852880001068
3835,"put his walking stick under his arm and searched his pockets for his glasses until he found them, he looked up at Dickie. ""Good afternoon, sir."" Said Dickie. ""A ruddy bandit,"" Sir Rupert grabbed his cane, ""a damn bandit,"" he jabbed Dickie in the stomach and as he bent over double Sir Rupert hit him over the head, Dickie fell backwards on the pile of rags and stared up at the cloudy sky. ""Damn bandit, filthy creatures,"" Sir Rupert muttered to himself as he strode away, ""can't have ever heard of such a thing as a bath,"" Sir Rupert held up his handkerchief to his nose, ""filthy swine."" ""This must be the end of a perfect day."" Said Dickie as he got to his feet and winced as he felt his sore head. ""Ruddy filthy bandit back there, a bandit, a filthy fellow, back there."" Said Sir Rupert to the constable as he reached the small knot of people. ""We have the matter under control, Sir",-0.8256300902366638
3836,"them. Two officers got out and started ambling along the path. Parker said it was pizza night and he ought to think about going. Lewis gave up struggling with a broken paving slab when he noticed a third police officer approaching from the flyover direction. It was time to go anyway. As they neared the two officers, Lewis began to get a flutter in his tummy. Were they looking for them? Had they seen them lobbing things in the canal? Or had Arseface finally done something criminal instead of just talking about it? He glanced around and saw that they were cut off by the third officer. 'Any of you lot got a watch?' said the one with stripes on the shoulder of his jersey. 'It's ten past eight, Sergeant,' beamed Parker and he held out his wrist watch for inspection. 'Yes, it's ten past",-0.2601585616543889
3837,"a dark, damp, and dirty alleyway they watched Bufford and his men exit a tavern close to where the Courted Anne was moored. A developing mist from the harbour shrouded their feet, making their gliding progress seem ethereal. The four dark spectral shapes moved silently under the faint glow of nearby street lamps, eventually disappearing towards the brightly lit hotel on the other side of the port. ""Well that's the whole Grey Pack,"" Sean whispered after they had left. ""Looks like they were able to bust Ivan out after all."" ""Aye."" ""I wonder if they're staying at that tavern,"" Sean mused after a few moments silence. ""We could probably pop in and check their room, see if there's anything useful inside."" ""If you were Liam I'd think you were trying to get a drink. But that's not a bad idea. We've probably got some time to kill before the shipment arrives and it's loaded on the ship."" ""Plus a change of scenery wouldn't go amiss,"" Sean sniffed and shivered in agreement. ""Aye."" They gladly left the alley and walked across the street to the ramshackle tavern that sat on the harbour",-0.7465535473823548
3838,"front porch. I remembered seeing an old drop cloth folded up in the shed and headed back to get it. I lifted the monster ladder on one shoulder and carried the drop cloth under the opposite arm as I headed around front, two paint brushes sticking up out of my back pocket. When I turned the corner, Eli was shuffling up the walkway from the road. He paused and folded his arms, looking up at the stripped and shutterless side of the house. His face was deeply furrowed and reflected the weariness of a restless night. ""Been out this morning?"" I queried. He nodded, still gazing at the house. ""There was a newspaper and cup of coffee with my name on it at Duke's. Couldn't pass it up."" He swept one hand toward the house. ""Ah, the blank canvas. I can't wait to see your masterpiece."" I didn't share his enthusiasm. To me it was just work, hot work. I ignored his",-0.23121676773764194
3839,"turned and looked. A faint glow of a house and rising smoke. ### ""A house?"" I asked. ### ""Our only hope."" he nudged the horse in the side to get him at full speed. I could hear the familiar screeching sound of the Skuggors approaching. We knocked but no one answered, ""We don't have time for this."" he kicked the door. ### No one was in there. We latched the doors and windows. I was beginning to get scared that we were too late. ### ""Shit! Victor, they are close."" I was in hysterics. ### ""Calm down!"" he ordered. ### I stepped on the floorboard it made a funny noise. Victor pulled me back and began to stomp on the floor. ### ""Yes!"" he pulled back the rug exposing a door. He pulled on it, but it was locked. We pounded on the door, ""Open this damn door!"" Victor yelled. We heard a click of a latch. An elderly",-0.2674015524284914
3840,"the heavy beam barricading the rear door and set it down against the wall. As he reached for the knob, her eyes went to the swords and tools strewn along the ledge next to the forge. ""Are there guards out back?"" she asked. ""There should be,"" the old man replied. ""But right now they are all taking part in the celebration of your capture out front. You can be sure they will pay for it in the morning."" He opened the door. It creaked, but the sound seemed to pass unnoticed amidst all the laughter and talk outside. Behind the shop was a yard littered with more tools, scraps of iron, an old and battered bellows, and an overturned tub partially buried in the dirt. A shed sat to the left side, the door ajar, and an old well near the center of the yard. Beyond was a wall of tall, dark trees. The old man stepped outside, and as he turned and motioned toward the trees,",-0.252751427963376
3841,"sage. His friend had only been gone a few minutes when the smell of sulfur filled the entire downstairs. Billy covered his mouth with his hand and stepped out onto the front porch to get some fresh air. He hadn't realized how much time had passed since they had first arrived at the house. It was dusky dark and the moon was visible on the horizon. A single star shone brightly in the direction of Fairbury, as if trying to guide him to a safer place. ""No, I've a got a battle to win here first."" He said out loud before going back inside. Immediately heavy footsteps sounded out overhead and a guttural growl echoed throughout the house. He turned on a lamp sitting on a table near the TV and sat down on the end of the couch closest to it. He'd been mentally preparing to take on the bastard since that day in January. Now his chance had arrived and he felt ready. No matter what antics the entity",-0.1725637761503458
3842,"green eyes scanned the room, and upon locating the Captain, she stiffly proceeded to where he was sitting, stood at attention and said. ""Sir, Lieutenant Monahan reporting as ordered."" The Captain put her at ease and told her to sit. Four team members almost collided as they jumped up from their chairs. Al won, which seemed to please him immensely. The Lieutenant, having no idea why she had been summoned, was ill at ease and found no humor in the carryings on of this, in her eyes, formidable group. She glanced at Celena who gave her a reassuring smile which seemed to lessen her anxiety; however she still sat straight backed at attention in her chair. The Captain quickly outlined how her expertise fit into the rescue mission. As soon as she realized that she had not done something wrong, and that her assistance was needed, her bearing took on a completely different appearance. Her expression went from fear to interest and, though her posture remained professionally military, the cardboard stiffness",-0.7758392572402953
3843,"captain said. ""Here they are. I'm going back upstairs and lie down. I've got a splitting headache."" K'un L'u looked up from her work. ""Please stay, Captain. There is a reason for your headache I will explain in a moment."" K'un L'u delicately put some tools down on a tray table beside her, like a careful engineer. Then she jumped over the railing of her raised platform like a parkour athlete and landed on her feet in front of the Chinese sergeant. She stepped aside and ushered the ranking Chinese man towards the man-machine. ""Thank you,"" Sgt. Koo tilted his head politely. He walked toward the armor with a yellow hand-sized cube in his grasp. When he placed his palm against a similarly sized panel on the cyborg's chest, the panel turned red then dropped open to reveal a bay for the cube. The non-commissioned officer placed the cube in the deck and watched the panel close. A very low and even hum started the process of digesting the cube. ""Mr. Leung will be",-1.0284838050603866
3844,"about her shameful behavior."" A few minutes later the four of them set out for the odd people's compound. * * * * On board the DVD, Lieutenant Beani-Poohs walked into the ready room where the Captain was sitting. She had noticed lately that he seemed very preoccupied and solemn. He had not confided in her and that was understandable to some degree. The position of Captain was often a very lonely one and the weight of command was heavy... obviously it was reasonable to assume that there were times when he had to keep things to himself. But this seemed like more and it was time that she coaxed it out of him. "" Gus."" He turned and smiled at her. "" I didn't see you there."" She stepped over to him and sat down beside him. He took her hand, almost absently as he smiled at her. "" You seem troubled Gus. As if you have the world on your shoulders. Are you able to confide in me what is wrong?"" He gave a",-0.8090127831697465
3845,"voice remained calm, but firm. Then Willow thought that something in the trees beyond the camp had caught his attention. He seemed distracted for an instant. She saw him glance that way and smile. It could not have been the Green. They were hiding near the stream, in the other direction. Old Timber's gaze returned to the Harvesters and his expression grew serious once more. Stern Greylight signalled to the elders' people standing behind him. As he did so, Willow noticed Capability Reader turn and nod to Caul Driver. Stern opened his mouth to speak. Before Stern could begin, Old Timber turned and waved, in the direction he had glanced before. As Willow looked to see who was there, she realised all the Rats and Wanderers were doing the same thing. Even Rock seemed to be ignoring the Harvesters, just at that moment. No longer having an audience, Stern was forced to shut his mouth and wait. It turned out that what everyone had paused to look at, was an old man. He emerged from the trees to",-1.2053276991844177
3846,"into the forest on the other side. Witch's hair lichen draped from old maples. A raven called _'chuk-a-luck, chuk-a-luck'_ as it swooshed through the branches above Dale and settled high in a Douglas fir. Sunlight slipped in thin streams through the mist, illuminating the understory of salal, Oregon grape, and sword ferns. He hoped the sun would not burn away the otherworldly mist just yet. A faint breeze fluttered foliage. Insects flittered in his peripheral vision. He breathed the scent of leaf litter decomposing into the damp soil. The trail steepened. Dale's eyes felt caressed by each familiar tree, rock, and twist in the trail. Higher, the forest changed, and groves of arbutus and Garry oaks thrived. He scowled at the cell tower and the new homes that had crept too high up the hill. Finding his old route, he left the main trail and tread on soft moss and green grass. Wildflowers greeted him—bright bluebells and nodding pink shooting stars. He crossed the open rocky meadow to gaze south over Elk and Beaver Lakes toward the city of Victoria, BC. Southward beyond the small city rose the Olympic Mountains of Washington State, the Strait of Juan de Fuca shimmering between.",-1.4465836048126222
3847,"hint of white moving in the trees caught his eye. It swayed with the light breeze at eye level. Port drew his trusty navy revolver and approached with grim determination. It looked like a tangled bunch of pale sticks strung in the pines facing the Cook homestead, but closer inspection revealed it was a curious cobble of interlaced bones, calico twine and a couple of dark feathers, about the size of his hand. It was some type of Indian fetish or charm. Then again it looked more like something a white man would make rather than a real Indian charm. The bones looked like chicken as opposed to eagle or crow. That and it smelt of coffee, not the succulent flowers of the field. Port tore it down and put it in his pocket. He considered telling the Cook's what he found but decided against it. They were spooked enough. IN TOWN, A HEATED COMMOTION CARRIED OVER THE STREETS. Men shouted at one another and Port could feel the contentious spirit waxing. There appeared to be two opposing camps, one backed by Stenhouse, the sheriff, and their",-1.1309494203329087
3848,"the edge of forestland. The green of the pine trees appeared even more vivid with the glisten of the spent rain. The horse looked back down the hill as two riders approached, shaking their cloaks dry now the shower had ceased. Kervin, the forerunner, was a broad man dressed in a brown leather doublet and tanned soft leather trousers. His bow was secured to his saddle, with a quiver of arrows on the opposite side, and strapped to his back was a broad sword in a black leather scabbard. His hair was a sandy brown and was tied in a ponytail. He wore a shaggy beard and had the look of the forest about him. His Pyrian companion, Ygris, was a strange vision in red and black robes, sat atop a gelding that appeared as gloomy as he did. His face was a rich light brown and his deep chocolate eyes peered from beneath enormous bushy eyebrows. Ygris's beard was clipped and greased to a point and beaded with glittering gems and small gold rings. His shaved head was decorated with dark red tattoos.",-1.0275382095575334
3849,"to have her own way. ""Bernice, this is Lenny."" ""Glad to finally meet you Lenny."" She let Rita go and gave her brother-in-law a hug. She found him warm and cordial, and she thought he seemed the perfect choice for her sister. Lenny Volten had a tawny complexion from sun exposure on his job as a teamster. He delivered goods by horse and wagon for a typewriter manufacturer, which took him out of town for several days at a time. ""And, this little one is Flora Mae Volten."" She was five months old and peevish at this juncture. Rita called her by her full name when she was cranky, otherwise she called her Flora. Bernice extended her hands to her baby niece, but wasn't the least bit discouraged when Flora turned away and clung to Rita. Bernice loved being an aunt. Lenny led the entourage back to the horse and wagon he'd borrowed from his job. The station was west of the city, so they traveled through downtown to the Eastside where they lived. Lenny drove the scenic route along the Erie Canal–the famed man-made waterway–passing by",-0.636969726383686
3850,"back, ""The cream of Edinburgh society comes in here."" And he couldn't resist, ""Oh, that's very nice of you, but – well, you don't need to call me that all the time. My name's Martin."" She laughed – quite a peal – and blushed when the ladies looked over. ""Martin Cream?"" ""Martin Vanskin. What's your name?"" ""Rosalind Urquhart. Have you any brothers or sisters, Martin?"" He outlined the family background and heard in return that Rosalind had one sister aged fourteen, two years younger. ""My favourite subjects at school,"" she went on, ""are languages. I'd like to teach French or German or be an interpreter. There's going to be a school trip to France in the summer. I'm saving up for it. That's why I'm doing this job. What are your favourite subjects?"" English and history, he told her, and was about to mention his writing, when the ladies left and she went to clear their table. ""There's plenty of coffee left in these pots,"" she said, ""and it's still hot. Would you like another cup? Already paid for, of course."" He",-0.8037800908088685
3851,"moved from the Village when Ted's mom was six; yet stopped short of explaining why. Nor did his grandfather mention that grandma was upset about the move. This Ted knew because he once overheard his mom and grandma talking about the move, both were crying. The family history Ted knew was that of his dad's; where he grew up, how he met his mom, when they got married, and the Army years that followed. ""Teddy, you awake in there?"" Millie was once more standing next to his desk, curiosity reflected in her eyes as she watched Ted awaken from his daydreaming. ""My mom's home town,"" holding the newspaper article up as if Millie was not aware of the article. ""The article is about my Mom's home town."" ""Damn, no wonder the cloudy eyes. You know the boy?"" ""Millie, I know you think at twenty-six I am well advanced in years, but the boy would be, what?"" Looking at the date on the article, ""forty-six and downright past the point of 'cognizance of living' to a twenty year old like yourself. And by the way, the WAY you swung those hips",-0.6611943221092225
3852,"back door. The motion-sensing floodlights turned on as soon as they stepped off the back porch into the yard. Fruit trees lined the yard on three sides, and half the yard was taken up by his mama's vegetable garden, where the shapes of kale and leeks were gilded by the light. He led her to a trellised bench set in the far corner. Grape vines had been trained into the lattice, and they were just starting to mist with green from new leaves. They sat, and he draped the quilt over them both. ""Edward built this for Mama. I trained the grape vines."" ""Do you get grapes?"" ""Yes, but they're sour."" He made a face, and she laughed. ""I have great news. Detective Carter said that they managed to unmount that second hidden partition on the laptop, and it had all the information on how the accountant was going to set me up. I am officially cleared of suspicion."" She squeezed him tight. ""I know",-0.38886399239301683
3853,"three days. Peter and his friends were under more pressure; they all quickly bailed out of the vessel, one behind the other. With an old hand-drawn map of the forest, Robert instructed the team on where to go. Meanwhile the forest was coming alive; huge plants were popping out of the desert floor, and as they burst into the air they sprayed out seeds that in a few seconds grew more plants. This was amazing to the children, to see plants and flowers pop out of the ground and grow before their eyes. But this was no time for sightseeing. Robert was the guide and the one with the map, and he was moving really fast. Peter reminded everyone to stick together and not to lose sight of what they were there for. Just as he said that, they came upon the most beautiful blue polar bears. They were large, but docile; in their mouths the mother and father had their cubs, carrying them along the golden desert. The polar bears were harmless and never made a move toward the children, as long",-0.053910182642284775
